tweet,like_count,retweet_count,hashtags,timestamp
Discussing the latest in technology.,123,36,"#AI, #Tech, #Gadgets",2024-06-29 05:50:39.188537
Discussing the latest in cooking.,307,71,"#Foodie, #Pasta, #Recipe",2024-06-01 21:02:18.188537
Discussing the latest in technology.,115,65,"#Tech, #Innovation, #Gadgets",2024-06-15 13:10:26.188537
Discussing the latest in education.,50,52,"#Books, #Learning, #Knowledge",2024-06-23 21:05:30.188537
Discussing the latest in politics.,373,100,"#News, #Government, #Politics",2024-06-15 15:22:56.188537
Discussing the latest in music.,127,65,"#Bands, #Music, #Concert",2024-06-14 21:43:34.188537
Discussing the latest in finance.,477,81,"#Investing, #Finance, #Economy",2024-06-15 22:09:11.188537
Discussing the latest in technology.,81,37,"#Gadgets, #AI, #Tech",2024-06-30 05:32:54.188537
Discussing the latest in politics.,128,38,"#News, #Politics, #Government",2024-06-04 04:20:12.188537
Discussing the latest in sports.,467,51,"#Victory, #TeamSpirit, #GameDay",2024-06-16 00:05:50.188537
Discussing the latest in sports.,275,80,"#TeamSpirit, #Victory, #Sports",2024-06-14 10:11:00.188537
Discussing the latest in fitness.,134,52,"#Healthy, #Fitness, #Wellness",2024-06-18 12:17:38.188537
Discussing the latest in education.,412,29,"#Education, #Knowledge, #Learning",2024-06-02 00:27:19.188537
Discussing the latest in cooking.,330,60,"#Foodie, #Pasta, #Recipe",2024-06-02 14:38:58.188537
Discussing the latest in travel.,311,45,"#Explore, #Wanderlust, #Travel",2024-06-07 02:29:43.188537
Discussing the latest in cooking.,466,11,"#Foodie, #Cooking, #Recipe",2024-06-11 09:33:18.188537
Discussing the latest in sports.,80,54,"#Victory, #TeamSpirit, #GameDay",2024-06-11 01:03:43.188537
Discussing the latest in travel.,459,80,"#Adventure, #Travel, #Explore",2024-06-14 07:29:07.188537
Discussing the latest in sports.,71,64,"#Sports, #GameDay, #TeamSpirit",2024-06-08 12:22:35.188537
Discussing the latest in nature.,222,54,"#Nature, #Relax, #Sunset",2024-06-04 06:27:08.188537
Discussing the latest in finance.,453,88,"#Economy, #Investing, #Finance",2024-06-29 07:15:45.188537
Discussing the latest in cooking.,304,82,"#Recipe, #Foodie, #Cooking",2024-06-12 04:35:57.188537
Discussing the latest in cooking.,53,45,"#Cooking, #Foodie, #Pasta",2024-06-01 20:37:27.188537
Discussing the latest in sports.,196,43,"#Sports, #GameDay, #Victory",2024-06-12 02:28:28.188537
Discussing the latest in travel.,174,67,"#Explore, #Travel, #Adventure",2024-06-15 02:15:41.188537
Discussing the latest in cooking.,496,41,"#Foodie, #Recipe, #Cooking",2024-06-25 18:45:51.188537
Discussing the latest in travel.,498,73,"#Wanderlust, #Adventure, #Travel",2024-06-20 20:58:44.188537
Discussing the latest in music.,349,61,"#Concert, #NewRelease, #Bands",2024-06-09 09:45:50.188537
Discussing the latest in education.,431,10,"#Knowledge, #Education, #Learning",2024-06-29 09:09:49.188537
Discussing the latest in sports.,375,17,"#Victory, #GameDay, #Sports",2024-06-18 21:04:48.188537
Discussing the latest in politics.,448,16,"#Government, #News, #Elections",2024-06-19 16:03:05.188537
Discussing the latest in sports.,108,17,"#GameDay, #Victory, #Sports",2024-06-24 10:57:26.188537
Discussing the latest in sports.,474,92,"#Victory, #Sports, #GameDay",2024-06-16 07:00:21.188537
Discussing the latest in nature.,61,33,"#Sunset, #Outdoors, #Nature",2024-06-18 06:23:22.188537
Discussing the latest in finance.,125,47,"#Markets, #Finance, #Economy",2024-06-11 05:40:53.188537
Discussing the latest in music.,394,69,"#Concert, #NewRelease, #Music",2024-06-29 07:20:56.188537
Discussing the latest in travel.,444,61,"#Explore, #Wanderlust, #Travel",2024-06-18 15:02:14.188537
Discussing the latest in music.,431,19,"#NewRelease, #Concert, #Bands",2024-06-18 09:37:39.188537
Discussing the latest in travel.,105,33,"#Explore, #Wanderlust, #Adventure",2024-06-15 21:15:01.188537
Discussing the latest in education.,337,20,"#Knowledge, #Learning, #Books",2024-06-16 10:24:46.188537
Discussing the latest in education.,486,11,"#Learning, #Knowledge, #Books",2024-06-15 14:13:45.188537
Discussing the latest in nature.,390,51,"#Sunset, #Outdoors, #Nature",2024-06-24 09:19:36.188537
Discussing the latest in education.,325,76,"#Education, #Knowledge, #Learning",2024-06-05 20:29:01.188537
Discussing the latest in technology.,312,84,"#Gadgets, #Tech, #AI",2024-06-08 14:20:55.188537
Discussing the latest in finance.,306,26,"#Economy, #Markets, #Investing",2024-06-30 05:08:20.188537
Discussing the latest in fitness.,344,65,"#Fitness, #Workout, #Wellness",2024-06-09 17:46:00.188537
Discussing the latest in technology.,223,52,"#Tech, #AI, #Gadgets",2024-06-20 20:53:17.188537
Discussing the latest in sports.,196,91,"#Victory, #Sports, #GameDay",2024-06-03 01:51:49.188537
Discussing the latest in politics.,183,54,"#Elections, #Government, #Politics",2024-06-08 22:46:17.188537
Discussing the latest in politics.,370,81,"#Politics, #Government, #News",2024-06-12 03:24:34.188537
Discussing the latest in technology.,259,27,"#AI, #Innovation, #Tech",2024-06-09 08:11:19.188537
Discussing the latest in finance.,269,64,"#Markets, #Finance, #Investing",2024-06-23 20:38:38.188537
Discussing the latest in politics.,360,29,"#News, #Elections, #Politics",2024-06-24 18:51:28.188537
Discussing the latest in music.,391,53,"#NewRelease, #Bands, #Concert",2024-06-10 04:54:51.188537
Discussing the latest in music.,233,34,"#Music, #NewRelease, #Concert",2024-06-02 23:23:03.188537
Discussing the latest in music.,91,57,"#Concert, #Bands, #Music",2024-06-23 14:23:36.188537
Discussing the latest in nature.,343,94,"#Relax, #Outdoors, #Nature",2024-06-30 03:35:06.188537
Discussing the latest in technology.,478,78,"#AI, #Innovation, #Tech",2024-06-27 08:02:33.188537
Discussing the latest in sports.,260,84,"#Victory, #GameDay, #TeamSpirit",2024-06-16 06:01:45.188537
Discussing the latest in music.,133,55,"#Concert, #Music, #Bands",2024-06-05 11:20:44.188537
Discussing the latest in sports.,224,44,"#Sports, #Victory, #GameDay",2024-06-07 00:31:05.188537
Discussing the latest in travel.,254,88,"#Adventure, #Explore, #Wanderlust",2024-06-29 17:20:22.188537
Discussing the latest in fitness.,57,52,"#Wellness, #Workout, #Fitness",2024-06-20 08:49:21.188537
Discussing the latest in technology.,340,85,"#AI, #Gadgets, #Innovation",2024-06-12 20:55:42.188537
Discussing the latest in cooking.,178,38,"#Cooking, #Foodie, #Recipe",2024-06-13 20:49:54.188537
Discussing the latest in sports.,408,88,"#Sports, #GameDay, #Victory",2024-06-29 15:22:12.188537
Discussing the latest in fitness.,475,35,"#Workout, #Healthy, #Fitness",2024-06-26 11:32:43.188537
Discussing the latest in finance.,235,84,"#Markets, #Investing, #Finance",2024-06-27 06:10:02.188537
Discussing the latest in travel.,198,13,"#Adventure, #Explore, #Travel",2024-06-04 10:48:57.188537
Discussing the latest in music.,141,72,"#Music, #Concert, #Bands",2024-06-29 13:11:45.188537
Discussing the latest in music.,176,32,"#NewRelease, #Bands, #Music",2024-06-30 10:14:50.188537
Discussing the latest in politics.,191,39,"#Government, #Elections, #Politics",2024-06-03 21:29:23.188537
Discussing the latest in technology.,242,52,"#Gadgets, #Innovation, #Tech",2024-06-16 21:27:01.188537
Discussing the latest in cooking.,480,33,"#Recipe, #Cooking, #Pasta",2024-06-14 02:19:19.188537
Discussing the latest in nature.,118,56,"#Nature, #Relax, #Outdoors",2024-06-13 01:03:35.188537
Discussing the latest in music.,288,82,"#Bands, #Concert, #NewRelease",2024-06-17 00:10:59.188537
Discussing the latest in fitness.,52,36,"#Fitness, #Workout, #Healthy",2024-06-18 19:31:56.188537
Discussing the latest in technology.,315,36,"#Tech, #Gadgets, #Innovation",2024-06-06 03:45:58.188537
Discussing the latest in nature.,107,56,"#Nature, #Relax, #Sunset",2024-06-15 22:57:20.188537
Discussing the latest in technology.,77,62,"#Tech, #Innovation, #Gadgets",2024-06-11 15:49:05.188537
Discussing the latest in sports.,114,26,"#TeamSpirit, #Sports, #GameDay",2024-06-19 22:09:25.188537
Discussing the latest in politics.,117,52,"#Politics, #Elections, #News",2024-06-05 00:34:28.188537
Discussing the latest in finance.,166,29,"#Economy, #Finance, #Markets",2024-06-23 07:19:11.188537
Discussing the latest in music.,416,82,"#Concert, #NewRelease, #Bands",2024-06-25 12:13:40.188537
Discussing the latest in fitness.,217,87,"#Fitness, #Healthy, #Workout",2024-06-11 10:17:22.188537
Discussing the latest in cooking.,140,93,"#Recipe, #Pasta, #Foodie",2024-06-06 16:52:14.188537
Discussing the latest in cooking.,206,32,"#Pasta, #Cooking, #Recipe",2024-06-02 14:11:50.188537
Discussing the latest in nature.,396,68,"#Sunset, #Outdoors, #Relax",2024-06-01 03:00:51.188537
Discussing the latest in politics.,410,82,"#Politics, #News, #Government",2024-06-25 15:10:11.188537
Discussing the latest in finance.,112,27,"#Investing, #Finance, #Economy",2024-06-10 01:31:10.188537
Discussing the latest in sports.,340,48,"#GameDay, #Sports, #TeamSpirit",2024-06-18 09:14:19.188537
Discussing the latest in politics.,445,31,"#News, #Politics, #Government",2024-06-30 12:58:52.188537
Discussing the latest in cooking.,463,70,"#Recipe, #Pasta, #Foodie",2024-06-22 19:08:43.188537
Discussing the latest in fitness.,358,69,"#Workout, #Fitness, #Wellness",2024-06-18 23:31:33.188537
Discussing the latest in nature.,487,28,"#Relax, #Outdoors, #Nature",2024-06-22 23:59:32.188537
Discussing the latest in travel.,212,37,"#Wanderlust, #Travel, #Explore",2024-06-17 05:05:41.188537
Discussing the latest in music.,396,14,"#Concert, #Music, #Bands",2024-06-15 14:08:56.188537
Discussing the latest in cooking.,479,85,"#Pasta, #Foodie, #Recipe",2024-06-15 05:21:27.188537
Discussing the latest in technology.,227,67,"#AI, #Innovation, #Tech",2024-05-31 18:57:25.188537
Discussing the latest in travel.,338,87,"#Travel, #Wanderlust, #Explore",2024-06-10 09:18:13.188537
Discussing the latest in travel.,193,58,"#Explore, #Travel, #Wanderlust",2024-06-18 17:19:52.188537
Discussing the latest in cooking.,50,51,"#Pasta, #Cooking, #Foodie",2024-06-06 00:02:06.188537
Discussing the latest in sports.,422,78,"#TeamSpirit, #GameDay, #Victory",2024-06-12 01:20:45.188537
Discussing the latest in cooking.,362,99,"#Pasta, #Foodie, #Recipe",2024-06-15 12:46:44.188537
Discussing the latest in fitness.,206,30,"#Workout, #Fitness, #Wellness",2024-06-16 20:34:48.188537
Discussing the latest in finance.,141,25,"#Finance, #Investing, #Markets",2024-06-25 14:44:28.188537
Discussing the latest in cooking.,153,46,"#Recipe, #Cooking, #Foodie",2024-06-20 09:15:53.188537
Discussing the latest in fitness.,64,77,"#Fitness, #Workout, #Wellness",2024-06-10 12:21:50.188537
Discussing the latest in finance.,343,51,"#Markets, #Finance, #Investing",2024-06-14 22:12:13.188537
Discussing the latest in nature.,283,33,"#Nature, #Relax, #Outdoors",2024-06-20 17:46:17.188537
Discussing the latest in sports.,295,92,"#Sports, #TeamSpirit, #Victory",2024-06-29 21:56:21.188537
Discussing the latest in education.,139,33,"#Knowledge, #Education, #Learning",2024-06-13 21:08:04.188537
Discussing the latest in music.,491,46,"#Concert, #NewRelease, #Bands",2024-06-06 07:00:07.188537
Discussing the latest in finance.,398,65,"#Markets, #Finance, #Economy",2024-06-08 17:34:35.188537
Discussing the latest in politics.,111,67,"#Politics, #Elections, #Government",2024-06-05 10:29:01.188537
Discussing the latest in fitness.,345,77,"#Workout, #Healthy, #Wellness",2024-06-22 18:21:50.188537
Discussing the latest in fitness.,453,22,"#Fitness, #Workout, #Wellness",2024-06-17 20:40:28.188537
Discussing the latest in cooking.,127,22,"#Foodie, #Recipe, #Pasta",2024-06-06 05:19:57.188537
Discussing the latest in cooking.,458,97,"#Cooking, #Recipe, #Pasta",2024-06-18 19:07:38.188537
Discussing the latest in politics.,255,34,"#Elections, #Government, #Politics",2024-06-21 03:12:38.188537
Discussing the latest in nature.,318,60,"#Relax, #Sunset, #Outdoors",2024-06-15 23:04:11.188537
Discussing the latest in travel.,415,66,"#Explore, #Travel, #Adventure",2024-06-03 13:14:56.188537
Discussing the latest in technology.,120,44,"#Tech, #AI, #Gadgets",2024-06-28 13:13:28.189539
Discussing the latest in travel.,195,19,"#Explore, #Travel, #Wanderlust",2024-06-02 18:22:20.189539
Discussing the latest in fitness.,500,83,"#Fitness, #Healthy, #Wellness",2024-06-24 19:21:55.189539
Discussing the latest in technology.,462,77,"#AI, #Innovation, #Gadgets",2024-06-19 00:46:40.189539
Discussing the latest in music.,270,43,"#Music, #NewRelease, #Bands",2024-06-15 16:16:27.189539
Discussing the latest in politics.,472,73,"#Government, #News, #Elections",2024-06-18 12:08:55.189539
Discussing the latest in education.,223,53,"#Books, #Knowledge, #Learning",2024-06-24 03:27:42.189539
Discussing the latest in cooking.,108,52,"#Recipe, #Cooking, #Foodie",2024-06-16 17:14:22.189539
Discussing the latest in music.,203,47,"#Concert, #Bands, #NewRelease",2024-06-23 22:18:53.189539
Discussing the latest in education.,163,18,"#Books, #Knowledge, #Education",2024-06-10 07:14:37.189539
Discussing the latest in politics.,429,62,"#Government, #Politics, #Elections",2024-06-09 19:41:18.189539
Discussing the latest in finance.,400,59,"#Economy, #Finance, #Markets",2024-06-23 11:10:31.189539
Discussing the latest in cooking.,203,16,"#Foodie, #Recipe, #Cooking",2024-06-05 02:16:16.189539
Discussing the latest in travel.,498,58,"#Explore, #Wanderlust, #Travel",2024-06-05 17:06:46.189539
Discussing the latest in music.,110,76,"#Bands, #Music, #Concert",2024-06-15 04:44:29.189539
Discussing the latest in music.,138,36,"#NewRelease, #Bands, #Music",2024-06-30 13:03:20.189539
Discussing the latest in technology.,413,31,"#Gadgets, #Innovation, #Tech",2024-06-29 23:39:28.189539
Discussing the latest in politics.,214,43,"#News, #Government, #Elections",2024-06-27 16:34:11.189539
Discussing the latest in politics.,494,54,"#Elections, #Government, #News",2024-06-28 13:41:31.189539
Discussing the latest in fitness.,226,49,"#Workout, #Healthy, #Wellness",2024-06-12 11:03:29.189539
Discussing the latest in education.,148,40,"#Education, #Learning, #Books",2024-06-23 03:05:03.189539
Discussing the latest in fitness.,222,20,"#Healthy, #Fitness, #Workout",2024-06-06 16:58:39.189539
Discussing the latest in sports.,439,59,"#GameDay, #Victory, #Sports",2024-06-02 17:53:55.189539
Discussing the latest in education.,274,86,"#Books, #Knowledge, #Education",2024-06-19 07:34:49.189539
Discussing the latest in politics.,382,59,"#News, #Politics, #Elections",2024-06-13 10:57:40.189539
Discussing the latest in cooking.,336,87,"#Cooking, #Recipe, #Pasta",2024-06-16 08:18:02.189539
Discussing the latest in travel.,475,70,"#Wanderlust, #Adventure, #Explore",2024-06-17 06:08:19.189539
Discussing the latest in music.,388,66,"#Music, #NewRelease, #Concert",2024-06-08 18:59:41.189539
Discussing the latest in technology.,312,86,"#AI, #Tech, #Innovation",2024-06-14 02:03:55.189539
Discussing the latest in politics.,316,85,"#Elections, #News, #Politics",2024-06-08 18:08:30.189539
Discussing the latest in fitness.,394,85,"#Healthy, #Wellness, #Fitness",2024-06-10 04:04:35.189539
Discussing the latest in nature.,474,19,"#Outdoors, #Relax, #Sunset",2024-06-01 13:27:02.189539
Discussing the latest in cooking.,355,79,"#Recipe, #Pasta, #Cooking",2024-06-10 05:22:28.189539
Discussing the latest in politics.,118,21,"#Elections, #Politics, #Government",2024-06-28 01:19:57.189539
Discussing the latest in education.,279,36,"#Knowledge, #Learning, #Education",2024-06-27 19:13:42.189539
Discussing the latest in cooking.,144,56,"#Recipe, #Foodie, #Cooking",2024-06-06 08:28:59.189539
Discussing the latest in education.,147,40,"#Learning, #Education, #Knowledge",2024-06-21 15:54:18.189539
Discussing the latest in cooking.,265,61,"#Cooking, #Foodie, #Recipe",2024-06-29 13:09:36.189539
Discussing the latest in music.,404,67,"#Concert, #Music, #NewRelease",2024-06-26 22:09:12.189539
Discussing the latest in politics.,372,60,"#Government, #News, #Elections",2024-06-05 14:42:54.189539
Discussing the latest in politics.,231,39,"#Elections, #News, #Politics",2024-06-05 04:56:07.189539
Discussing the latest in fitness.,58,26,"#Fitness, #Workout, #Healthy",2024-06-03 17:28:50.189539
Discussing the latest in politics.,362,69,"#Elections, #News, #Politics",2024-06-24 08:52:53.189539
Discussing the latest in nature.,181,18,"#Nature, #Relax, #Sunset",2024-06-21 08:24:14.189539
Discussing the latest in finance.,412,10,"#Investing, #Markets, #Economy",2024-06-05 20:21:04.189539
Discussing the latest in education.,110,71,"#Knowledge, #Books, #Learning",2024-06-14 08:52:18.189539
Discussing the latest in fitness.,222,32,"#Wellness, #Workout, #Fitness",2024-06-10 14:03:42.189539
Discussing the latest in cooking.,83,51,"#Foodie, #Recipe, #Pasta",2024-06-24 10:11:07.189539
Discussing the latest in finance.,225,87,"#Finance, #Economy, #Investing",2024-06-30 10:46:54.189539
Discussing the latest in education.,493,46,"#Education, #Books, #Knowledge",2024-06-11 01:50:00.189539
